player_id,full_name,position,birth_date,team_name,minutes_played,goals_per90,assists_per90,xg_per90,xa_per90,npxg_per90,market_value_eur,match_confidence,age,position_group,goals_per90_pctl,assists_per90_pctl,xg_per90_pctl,xa_per90_pctl,npxg_per90_pctl,composite_output_pctl,value_efficiency
459,Mikayil Faye,D S,,Rennes,701,0.0,0.0,0.027,0.003,0.027,,,,Defender,24.695121951219512,25.0,32.6219512195122,6.707317073170732,33.23170731707317,24.45121951219512,
467,Yanis Zouaoui,D M S,1998-04-28,Le Havre,964,0.0,0.187,0.012,0.263,0.012,800000.0,1.0,28.2,Defender,24.695121951219512,90.85365853658537,14.02439024390244,94.8170731707317,14.02439024390244,47.6829268292683,59.60365853658537
468,Derek Cornelius,D S,1997-11-25,Marseille,1439,0.0,0.0,0.078,0.008,0.078,5000000.0,1.0,28.6,Defender,24.695121951219512,25.0,69.20731707317073,16.158536585365855,70.42682926829268,41.09756097560976,8.219512195121952
471,Ngal'ayel Mukau,M S,2004-11-03,Lille,1224,0.0,0.074,0.046,0.044,0.046,15000000.0,1.0,21.7,Midfielder,17.532467532467532,44.15584415584416,33.116883116883116,18.181818181818183,33.116883116883116,29.220779220779217,1.9480519480519478
474,Mathis Amougou,M S,2006-01-18,Saint-Etienne,840,0.0,0.0,0.045,0.039,0.045,10000000.0,1.0,20.5,Midfielder,17.532467532467532,15.584415584415584,31.16883116883117,15.584415584415584,31.16883116883117,22.207792207792203,2.22077922077922
475,Ben Old,F M S,2002-08-13,Saint-Etienne,503,0.0,0.0,0.191,0.122,0.191,700000.0,1.0,23.9,Forward,3.0927835051546393,8.762886597938143,11.855670103092782,32.47422680412371,15.979381443298967,14.432989690721646,20.618556701030926
479,Clément Akpa,D S,2001-11-24,Auxerre,2507,0.0,0.036,0.008,0.025,0.008,5000000.0,1.0,24.6,Defender,24.695121951219512,54.57317073170732,9.146341463414634,35.36585365853659,9.146341463414634,26.585365853658537,5.317073170731708
491,Glen Kamara,M S,1995-10-28,Rennes,669,0.0,0.135,0.009,0.046,0.009,5000000.0,1.0,30.7,Midfielder,17.532467532467532,72.72727272727273,5.194805194805195,20.77922077922078,5.194805194805195,24.28571428571429,4.857142857142858
492,Jordan James,M S,,Rennes,1195,0.0,0.075,0.058,0.12,0.058,,,,Midfielder,17.532467532467532,46.103896103896105,39.61038961038961,60.3896103896104,39.61038961038961,40.64935064935065,
494,Moïse Bombito,D S,2000-03-30,Nice,2197,0.0,0.0,0.027,0.004,0.027,10000000.0,1.0,26.3,Defender,24.695121951219512,25.0,32.6219512195122,8.231707317073171,33.23170731707317,24.75609756097561,2.475609756097561
497,Pierre Cornud,D S,1996-12-12,Saint-Etienne,568,0.0,0.0,0.0,0.063,0.0,800000.0,1.0,29.6,Defender,24.695121951219512,25.0,1.8292682926829267,59.14634146341463,1.8292682926829267,22.499999999999996,28.124999999999993
498,Ümit Akdag,D S,2003-10-06,Toulouse,514,0.0,0.0,0.013,0.01,0.013,600000.0,1.0,22.8,Defender,24.695121951219512,25.0,15.24390243902439,18.902439024390244,15.24390243902439,19.81707317073171,33.028455284552855
499,Mohamed Abdelmonem,D S,1999-02-01,Nice,857,0.0,0.0,0.0,0.0,0.0,4000000.0,1.0,27.5,Defender,24.695121951219512,25.0,1.8292682926829267,1.524390243902439,1.8292682926829267,10.97560975609756,2.74390243902439
503,Jaydee Canvot,D M S,2006-07-29,Toulouse,1102,0.0,0.0,0.02,0.036,0.02,4000000.0,1.0,20.0,Defender,24.695121951219512,25.0,25.304878048780488,46.95121951219512,25.304878048780488,29.45121951219512,7.36280487804878
504,Juma Bah,D S,2006-04-11,Lens,684,0.0,0.0,0.014,0.016,0.014,6000000.0,1.0,20.3,Defender,24.695121951219512,25.0,17.378048780487802,26.21951219512195,17.378048780487802,22.134146341463413,3.6890243902439024
512,Yael Mouanga,D S,2005-07-23,Montpellier,941,0.0,0.0,0.035,0.027,0.035,600000.0,1.0,21.0,Defender,24.695121951219512,25.0,38.41463414634146,37.80487804878049,39.02439024390244,32.98780487804878,54.979674796747965
524,Hiroki Sekine,D S,2002-08-11,Reims,866,0.0,0.0,0.016,0.025,0.016,1200000.0,1.0,23.9,Defender,24.695121951219512,25.0,20.73170731707317,35.36585365853659,20.73170731707317,25.304878048780488,21.087398373983742
1,Mason Greenwood,F M S,2001-10-01,Marseille,2851,0.694,0.158,0.609,0.216,0.393,40000000.0,1.0,24.8,Forward,95.87628865979381,59.79381443298969,82.4742268041237,69.0721649484536,63.91752577319587,74.22680412371133,1.8556701030927834
2,Ousmane Dembélé,F M S,1997-05-15,Paris Saint Germain,1747,1.082,0.361,0.955,0.453,0.916,90000000.0,1.0,29.2,Forward,100.0,93.81443298969072,98.96907216494846,95.87628865979381,97.9381443298969,97.31958762886597,1.0813287514318441
